OSM Number,Batch,Internal ID,,PubChem CID,MMV ID,SMILES,InChI,IChI Key,Series,Assays,PfaI EC50 (Inh),Pfal IC50 (GSK),Pfal IC50 (Syngene),Pfal IC50 (Dundee),0,Pfal (K1) IC50 (Avery),Pfal IC50 (Ralph),Pfal IC50 (Guy),Pfal (K1) IC50 (Guy),Pfal IC50 (Batra),Pfal (K1) IC50 (Batra),Pfal (3D7) IC50 (Broad),Pfal (Dd2) IC50 (Broad),PfaI EC50 uMol (Mean) Qualifier,PfaI EC50 uMol (Mean),Single Shot Inhibition %,PRR (Rate of Killing),PfATP4 'Test Set',Ion Regulation (ANU),DHODH,Late Stage Gametocyte (Avery),Pb Liver Stage,Cytotox HepG2,Cytotox HEK293 (120),Cytotox HEK293 (40),Cytotox Vero MTT,Cytotox THP1,hERG pIC50,t1/2 HLM (Monash),t1/2 HLM (Inh),t1/2 MLM (Monash),t1/2 RLM (Inh),t1/2 RLM (Monash),t1/2 HCH (Monash),t1/2 RCH (Monash),t1/2 plasma Human,t1/2 plasma Mouse,CLint HLM (Monash),%remain plasma Human,%remain plasma Mouse,CLint HLM (Inh),CLint MLM (Monash),CLint RLM (Inh),CLint RLM (Monash),CLint HCH (Monash),CLint RCH (Monash),EH H M'some (Monash),EH M M'some (Monash),EH R M'some (Monash),EH H H'cyte (Monash),EH R H'cyte (Monash),LogD 3.0 (Monash),LogD 7.4 (Monash),Sol 2.0 ug/mL (Monash),Sol 6.5 ug/mL (Monash),Sol 6.8 uM (Inh),Sol 7.4 uM (Inh),cPPB % (Monash),CL Rat (Inh),Vss Rat (Inh),T1/2 Rat (Inh),Tmax Rat (Inh),Oral F Rat (Inh),Dofetilide (Inh),Cerep (Inh),Vivo NOD/SCID ED90,Vivo Berghei %activity,Vivo Parasit Cl,"Aldehyde Oxidase
 CLint,app (µL/min/mg)"
OSM-S-419,,EGT 236-2,,,MMV1576785,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(N4CCOCC4)C5=CC=CC=C5)N32,"InChI=1S/C24H23F2N5O3/c25-24(26)34-19-8-6-18(7-9-19)23-29-28-21-14-27-15-22(31(21)23)33-16-20(17-4-2-1-3-5-17)30-10-12-32-13-11-30/h1-9,14-15,20,24H,10-13,16H2",NLNZVWQRJHUCOA-UHFFFAOYSA-N,4,,,,,1.58,,,,,,,,,,,1.58,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-420,,EGT 262-1,,,MMV1576787,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(CO)C=C4)N32,"InChI=1S/C20H16F2N4O3/c21-20(22)29-16-7-5-15(6-8-16)19-25-24-17-9-23-10-18(26(17)19)28-12-14-3-1-13(11-27)2-4-14/h1-10,20,27H,11-12H2",VIQWBWLDUDXSBJ-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-421,,EGT 263-1,,,MMV1576786,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CC5(COC5)C4)N32,"InChI=1S/C19H19F2N5O3/c20-18(21)29-14-3-1-13(2-4-14)17-24-23-15-7-22-8-16(26(15)17)28-6-5-25-9-19(10-25)11-27-12-19/h1-4,7-8,18H,5-6,9-12H2",CWOUGAWUCYKRFC-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-422,,EGT 265-1,,,MMV1576788,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4COC4)N32,"InChI=1S/C17H16F2N4O3/c18-17(19)26-13-3-1-12(2-4-13)16-22-21-14-7-20-8-15(23(14)16)25-6-5-11-9-24-10-11/h1-4,7-8,11,17H,5-6,9-10H2",VMXSRABLXQMXLK-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-423,,EGT 273-1,,,MMV1576789,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4(OCCO4)C5=CC(F)=C(F)C=C5)N32,"InChI=1S/C22H16F4N4O4/c23-16-6-3-14(9-17(16)24)22(32-7-8-33-22)12-31-19-11-27-10-18-28-29-20(30(18)19)13-1-4-15(5-2-13)34-21(25)26/h1-6,9-11,21H,7-8,12H2",UAZNIGDYRZOARG-UHFFFAOYSA-N,4,,,,,0.667,,,,,,,,,,,0.667,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-424,,EGT 274-1,,,MMV1576790,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC/C4=C/BBBBB[BH]5[BH]([H]5)BB4)N32.[Cs+],"InChI=1S/C16H22B9F2N4O2.Cs/c26-16(27)33-12-3-1-10(2-4-12)15-30-29-13-8-28-9-14(31(13)15)32-6-5-11-7-17-19-20-21-23-25-24(34-25)22-18-11;/h1-4,7-9,16-25H,5-6H2;/q;+1/b11-7-;",GZUNPULXOLJYSG-AJULUCINSA-N,4,,,,,1.9,,,,,,,,,,,1.9,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-430,,EGT 181-3,,,MMV1576791,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(N(CC)CC)C4=CC(F)=C(F)C=C4)N32,"InChI=1S/C24H23F4N5O2/c1-3-32(4-2)20(16-7-10-18(25)19(26)11-16)14-34-22-13-29-12-21-30-31-23(33(21)22)15-5-8-17(9-6-15)35-24(27)28/h5-13,20,24H,3-4,14H2,1-2H3",FFKUJTSUMDVIQH-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-431,,EGT 182-3,,,MMV1576792,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(N(CC)C)C4=CC(F)=C(F)C=C4)N32,"InChI=1S/C23H21F4N5O2/c1-3-31(2)19(15-6-9-17(24)18(25)10-15)13-33-21-12-28-11-20-29-30-22(32(20)21)14-4-7-16(8-5-14)34-23(26)27/h4-12,19,23H,3,13H2,1-2H3",XPBTWBXREHLVRP-UHFFFAOYSA-N,4,,,,,8.85,,,,,,,,,,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-432,,"MK005, EGT 152",,,MMV1576796,BrC1=NN=C2C=NC=C(OCCC3=CC(F)=C(F)C=C3)N21,"InChI=1S/C13H9BrF2N4O/c14-13-19-18-11-6-17-7-12(20(11)13)21-4-3-8-1-2-9(15)10(16)5-8/h1-2,5-7H,3-4H2",MNOZFILPXCZGRJ-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-433,,EGT 286-1,,,MMV1577573,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4C5C6C7C4C8CC5C6C8C7)N32,"InChI=1S/C25H24F2N4O2/c26-25(27)33-12-3-1-11(2-4-12)24-30-29-18-9-28-10-19(31(18)24)32-6-5-13-20-14-7-17-21(13)23-16(20)8-15(14)22(17)23/h1-4,9-10,13-17,20-23,25H,5-8H2",XRVKLGJFLBVBHV-UHFFFAOYSA-N,4,,,,,1.08,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-442,,EGT 295-1,,,MMV1577581,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4CC4)N32,"InChI=1S/C17H16F2N4O2/c18-17(19)25-13-5-3-12(4-6-13)16-22-21-14-9-20-10-15(23(14)16)24-8-7-11-1-2-11/h3-6,9-11,17H,1-2,7-8H2",QIHIEDPHHZEXLP-UHFFFAOYSA-N,4,,,,,3.03,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-486,,DGS 51-2,,,MMV1580440,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(CO)C4=CC=C(C(F)(F)F)C=C4)N32,"InChI=1S/C22H17F5N4O3/c23-21(24)34-17-7-3-14(4-8-17)20-30-29-18-9-28-10-19(31(18)20)33-12-15(11-32)13-1-5-16(6-2-13)22(25,26)27/h1-10,15,21,32H,11-12H2",PDJUGAPLRLVSPE-UHFFFAOYSA-N,4,,,,,1.15,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-494,,MK014-1,,,MMV1576793,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(C(N)=O)C=C4)N32)=CC=C1F,"InChI=1S/C20H15F2N5O2/c21-15-6-1-12(9-16(15)22)7-8-29-18-11-24-10-17-25-26-20(27(17)18)14-4-2-13(3-5-14)19(23)28/h1-6,9-11H,7-8H2,(H2,23,28)",INLVQLIAJLYDGP-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-495,,MK016-1,,,MMV1576794,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC(C(N)=O)=CC=C4)N32)=CC=C1F,"InChI=1S/C20H15F2N5O2/c21-15-5-4-12(8-16(15)22)6-7-29-18-11-24-10-17-25-26-20(27(17)18)14-3-1-2-13(9-14)19(23)28/h1-5,8-11H,6-7H2,(H2,23,28)",SUVZMBHYRLCWQO-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-496,,MK017-1,,,MMV1576795,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(C(N(C)C)=O)C=C4)N32)=CC=C1F,"InChI=1S/C22H19F2N5O2/c1-28(2)22(30)16-6-4-15(5-7-16)21-27-26-19-12-25-13-20(29(19)21)31-10-9-14-3-8-17(23)18(24)11-14/h3-8,11-13H,9-10H2,1-2H3",VILLYIKHHVUPAT-UHFFFAOYSA-N,4,,,,,3.69,,,,,,,,,,,3.69,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-497,,EGT 281-2,,,MMV1577574,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CCNCC4)N32,"InChI=1S/C18H20F2N6O2/c19-18(20)28-14-3-1-13(2-4-14)17-24-23-15-11-22-12-16(26(15)17)27-10-9-25-7-5-21-6-8-25/h1-4,11-12,18,21H,5-10H2",PLMTYPFHNQBXCS-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-498,,EGT 282-1,,,MMV1577575,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CCOCC4)N32,"InChI=1S/C18H19F2N5O3/c19-18(20)28-14-3-1-13(2-4-14)17-23-22-15-11-21-12-16(25(15)17)27-10-7-24-5-8-26-9-6-24/h1-4,11-12,18H,5-10H2",SBJHRXFPKNPJRB-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-499,,EGT 283-1,,,MMV1577576,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CCCCC4)N32,"InChI=1S/C19H21F2N5O2/c20-19(21)28-15-6-4-14(5-7-15)18-24-23-16-12-22-13-17(26(16)18)27-11-10-25-8-2-1-3-9-25/h4-7,12-13,19H,1-3,8-11H2",VHKQNGVJPUDTLR-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-500,,EGT 284-2,,,MMV1577577,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CCCC4)N32,"InChI=1S/C18H19F2N5O2/c19-18(20)27-14-5-3-13(4-6-14)17-23-22-15-11-21-12-16(25(15)17)26-10-9-24-7-1-2-8-24/h3-6,11-12,18H,1-2,7-10H2",CBYPWHTZBGGIHQ-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-501,,EGT 290-1,,,MMV1577578,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCN4CCN(C(OC(C)(C)C)=O)CC4)N32,"InChI=1S/C23H28F2N6O4/c1-23(2,3)35-22(32)30-10-8-29(9-11-30)12-13-33-19-15-26-14-18-27-28-20(31(18)19)16-4-6-17(7-5-16)34-21(24)25/h4-7,14-15,21H,8-13H2,1-3H3",IQWMJMCFKRFOAK-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-502,,EGT 292-1 (f4-8),,,MMV1577579,FC(F)OC(C=C1)=CC=C1C2=NN=C3C(N4C(C=CC=C5)=C5C(CCO)=C4)=NC=CN32,"InChI=1S/C22H17F2N5O2/c23-22(24)31-16-7-5-14(6-8-16)19-26-27-21-20(25-10-11-28(19)21)29-13-15(9-12-30)17-3-1-2-4-18(17)29/h1-8,10-11,13,22,30H,9,12H2",RYGYOYDNHPXBSD-UHFFFAOYSA-N,4,,,,,>8,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-503,,CG74-1,,,MMV1577514,FC(C1=NC=C(OCCC2=CC=CC=C2)N3C1=NN=C3C4=CC=NC=C4)(F)F,"InChI=1S/C19H14F3N5O/c20-19(21,22)16-18-26-25-17(14-6-9-23-10-7-14)27(18)15(12-24-16)28-11-8-13-4-2-1-3-5-13/h1-7,9-10,12H,8,11H2",CRIOEXIRGOUJPE-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-504,,CG82-5,,,MMV1577566,FC(OC(C=C1)=CC=C1C2=NN=C3C(C(F)(F)F)=NC=C(OCCC4=CC=CC=C4)N32)F,"InChI=1S/C21H15F5N4O2/c22-20(23)32-15-8-6-14(7-9-15)18-28-29-19-17(21(24,25)26)27-12-16(30(18)19)31-11-10-13-4-2-1-3-5-13/h1-9,12,20H,10-11H2",JQNJPMCZRDTAFX-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-505,,CG86-1,,,MMV1577567,OC1=NC=C(OCCC2=CC=CC=C2)N3C1=NN=C3C4=CC=C(OC(F)F)C=C4,"InChI=1S/C20H16F2N4O3/c21-20(22)29-15-8-6-14(7-9-15)17-24-25-18-19(27)23-12-16(26(17)18)28-11-10-13-4-2-1-3-5-13/h1-9,12,20H,10-11H2,(H,23,27)",AUEFCDYZHUAYCQ-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-506,,MK029-1,,,MMV1577569,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(S(N)(=O)=O)C=C4)N32)=CC=C1F,"InChI=1S/C19H15F2N5O3S/c20-15-6-1-12(9-16(15)21)7-8-29-18-11-23-10-17-24-25-19(26(17)18)13-2-4-14(5-3-13)30(22,27)28/h1-6,9-11H,7-8H2,(H2,22,27,28)",LAEXWQNXYFZJGR-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-507,,MK019-1,,,MMV1577570,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(C(N5CCOCC5)=O)C=C4)N32)=CC=C1F,"InChI=1S/C24H21F2N5O3/c25-19-6-1-16(13-20(19)26)7-10-34-22-15-27-14-21-28-29-23(31(21)22)17-2-4-18(5-3-17)24(32)30-8-11-33-12-9-30/h1-6,13-15H,7-12H2",UVYBVUBFTPXZED-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-508,,MK028-1,,,MMV1577571,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC(C(N5CCN(C)CC5)=O)=CC=C4)N32)=CC=C1F,"InChI=1S/C25H24F2N6O2/c1-31-8-10-32(11-9-31)25(34)19-4-2-3-18(14-19)24-30-29-22-15-28-16-23(33(22)24)35-12-7-17-5-6-20(26)21(27)13-17/h2-6,13-16H,7-12H2,1H3",AGXBROZGFUYMOG-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-509,,MK023-1,,,MMV1577572,FC(F)OC(C=C1)=CC=C1C2=NN=C3C(N4CCOCC4)=NC=CN32,"InChI=1S/C16H15F2N5O2/c17-16(18)25-12-3-1-11(2-4-12)13-20-21-15-14(19-5-6-23(13)15)22-7-9-24-10-8-22/h1-6,16H,7-10H2",GXUMGQHMGACMED-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-510,,MK027-1,,,MMV1577568,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(C(N5CCN(C)CC5)=O)C=C4)N32)=CC=C1F,"InChI=1S/C25H24F2N6O2/c1-31-9-11-32(12-10-31)25(34)19-5-3-18(4-6-19)24-30-29-22-15-28-16-23(33(22)24)35-13-8-17-2-7-20(26)21(27)14-17/h2-7,14-16H,8-13H2,1H3",KQGRHFCAJKSETG-UHFFFAOYSA-N,4,,,,,>10,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-511,,PF-7091172,,,MMV1577922,FC(F)OC(C=C1)=CC=C1C(N23)=NN=C2C=NC=C3OCC(C[C@@H]4C5)[C@@H]5[C@H]6[C@@H]4O6,"InChI=1S/C20H18F2N4O3/c21-20(22)28-13-3-1-10(2-4-13)19-25-24-15-7-23-8-16(26(15)19)27-9-12-5-11-6-14(12)18-17(11)29-18/h1-4,7-8,11-12,14,17-18,20H,5-6,9H2/t11-,12?,14-,17-,18+/m1/s1",ODZWUXZHRJYWIV-AUENPLLUSA-N,4,,,,,>9.8,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-512,,PF-7091173,,,MMV1577923,FC(F)OC(C=C1)=CC=C1C(N23)=NN=C2C=NC=C3OCC4[C@@H]5[C@@H]6[C@@H](O6)[C@@H](C5)C4,"InChI=1S/C20H18F2N4O3/c21-20(22)28-13-3-1-10(2-4-13)19-25-24-15-7-23-8-16(26(15)19)27-9-12-5-11-6-14(12)18-17(11)29-18/h1-4,7-8,11-12,14,17-18,20H,5-6,9H2/t11-,12?,14-,17+,18-/m1/s1",ODZWUXZHRJYWIV-FAXSGNTCSA-N,4,,,,,>11,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>
OSM-S-513,,PF-7091175,,,MMV1577924,FC(F)OC1=CC=C(C2=NN=C3N2C(OCCC45C6C7C4C8C7(O)C6C85)=CN=C3)C=C1,"InChI=1S/C22H18F2N4O3/c23-20(24)31-10-3-1-9(2-4-10)19-27-26-11-7-25-8-12(28(11)19)30-6-5-21-13-16-14(21)18-15(21)17(13)22(16,18)29/h1-4,7-8,13-18,20,29H,5-6H2",LLMZELBAKVZCME-UHFFFAOYSA-N,4,,,,,>1,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-514,,PF-7091176,,,MMV1577925,FC(F)OC1=CC=C(C2=NN=C3N2C(OCCC45C6(O)C7C4C8C7C6C85)=CN=C3)C=C1,"InChI=1S/C22H18F2N4O3/c23-20(24)31-10-3-1-9(2-4-10)19-27-26-11-7-25-8-12(28(11)19)30-6-5-21-15-13-14-17(15)22(21,29)18(14)16(13)21/h1-4,7-8,13-18,20,29H,5-6H2",HOJTWLDVMYKZDM-UHFFFAOYSA-N,4,,,,,>3.3,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-515,,EGT 199-5,,,MMV1579336,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC(C(O)=O)C4=CC=CC=C4)N32,"InChI=1S/C21H16F2N4O4/c22-21(23)31-15-8-6-14(7-9-15)19-26-25-17-10-24-11-18(27(17)19)30-12-16(20(28)29)13-4-2-1-3-5-13/h1-11,16,21H,12H2,(H,28,29)",FICNFVPYGUTYFV-UHFFFAOYSA-N,4,,,,,3.88,,,,,,,,,,,3.88,,,,,,,,,,,,,<5.00,>255,,>255,,,,224,,,<7,,,,<7,,,,2,<0.22,<0.13,,,0.1,,1.3,6.3-12.5,25-50,,,,,,,,,,,,,,
OSM-S-516,,EGT 302-1,,,MMV669784,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC4=CC=C(Cl)C=C4)N32,"InChI=1S/C18H11ClF2N4O2/c19-12-3-7-13(8-4-12)26-16-10-22-9-15-23-24-17(25(15)16)11-1-5-14(6-2-11)27-18(20)21/h1-10,18H",WXNPYOXFQUYIOI-UHFFFAOYSA-N,4,,2.96,,,5.19,,,,,,,,,,,4.075,,,,,,,,,,,,,,>255,,46,120,,,362,,,<7,,,,37,14,,,1,<0.22,0.45,,,0.07,,3.7,6.3-12.5,6.3-12.5,,,,27,3.4,2.2,,,,,,,,6.7
OSM-S-517,,MK008-20,,,MMV1579337,FC1=CC(CCOC2=CN=CC3=NN=C(N4CCOCC4)N32)=CC=C1F,"InChI=1S/C17H17F2N5O2/c18-13-2-1-12(9-14(13)19)3-6-26-16-11-20-10-15-21-22-17(24(15)16)23-4-7-25-8-5-23/h1-2,9-11H,3-8H2",BBKXHWRASNHAOR-UHFFFAOYSA-N,4,,,,,>19,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-518,,MK048-1,,,MMV1579347,FC1=CC(CCOC2=CN=CC3=NN=C(N4CCC(F)(F)CC4)N32)=CC=C1F,"InChI=1S/C18H17F4N5O/c19-13-2-1-12(9-14(13)20)3-8-28-16-11-23-10-15-24-25-17(27(15)16)26-6-4-18(21,22)5-7-26/h1-2,9-11H,3-8H2",QEKAFCQAHVHCHN-UHFFFAOYSA-N,4,,,,,1.51,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-519,,MK049-1,,,MMV1579348,FC1=CC(CCOC2=CN=CC3=NN=C(N4CCC(F)CC4)N32)=CC=C1F,"InChI=1S/C18H18F3N5O/c19-13-3-6-25(7-4-13)18-24-23-16-10-22-11-17(26(16)18)27-8-5-12-1-2-14(20)15(21)9-12/h1-2,9-11,13H,3-8H2",XGYZBGPCRAEWAT-UHFFFAOYSA-N,4,,,,,8.46,,,,,,,,,,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-520,,MK050-1,,,MMV1579349,FC1=CC(CCOC2=CN=CC3=NN=C(N4CCC(C(F)(F)F)CC4)N32)=CC=C1F,"InChI=1S/C19H18F5N5O/c20-14-2-1-12(9-15(14)21)5-8-30-17-11-25-10-16-26-27-18(29(16)17)28-6-3-13(4-7-28)19(22,23)24/h1-2,9-11,13H,3-8H2",VSNCNIYPDHLNGV-UHFFFAOYSA-N,4,,,,,2.75,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-521,,MK052-1,,,MMV1579350,FC1=CC(CCOC2=CN=CC3=NN=C(N4CCN(C)CC4)N32)=CC=C1F,"InChI=1S/C18H20F2N6O/c1-24-5-7-25(8-6-24)18-23-22-16-11-21-12-17(26(16)18)27-9-4-13-2-3-14(19)15(20)10-13/h2-3,10-12H,4-9H2,1H3",PXDXCQZMCIITIC-UHFFFAOYSA-N,4,,,,,>25,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-522,,MK018-1,,,MMV1579338,FC1=CC(CCOC2=CN=CC3=NN=C(C4=CC=CC(C(N(C)C)=O)=C4)N32)=CC=C1F,"InChI=1S/C22H19F2N5O2/c1-28(2)22(30)16-5-3-4-15(11-16)21-27-26-19-12-25-13-20(29(19)21)31-9-8-14-6-7-17(23)18(24)10-14/h3-7,10-13H,8-9H2,1-2H3",PWLRVFJPMJABKE-UHFFFAOYSA-N,4,,,,,>25,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-523,,MK025-3,,,MMV1579339,FC(C=C1)=C(F)C=C1CCOC2=CN=CC3=NN=C(OCCC4=CC(F)=C(F)C=C4)N32,"InChI=1S/C21H16F4N4O2/c22-15-3-1-13(9-17(15)24)5-7-30-20-12-26-11-19-27-28-21(29(19)20)31-8-6-14-2-4-16(23)18(25)10-14/h1-4,9-12H,5-8H2",PCFGQRSVXZZXPK-UHFFFAOYSA-N,4,,,,,>25,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
